Timestamp_eval,Participant ID,Age,Gender,What chatbot do you normally use?,How often do you use LLM chatbots,Type of use,What was the LLMs answer?,LLM_assigned_chat_stage,Human_assigned_questionnaire_stage,LLM_assigned_questionnaire_stage,LLM_explanation,LLM_assigned_questionnaire_stage2,LLM_explanation2,country,1. When a promise is broken…,2. When both choices feel right…,3. When things don't go as I hoped…,4. When the hard work finally pays off…,5. If I am asked to compromise…,6. When I realized someone was paying attention…,7. Saying goodbye to something that mattered…,8. When what used to work no longer works…,9. When I have to choose what comes first…,10. When I realize I cannot control what happens next…,11. When a person feels they were treated unfairly by their supervisor...,12. If a person feels pulled between their own view and the expectations of others...,"13. A person works very hard on something important, but it fails...",14. A team celebrates a project that succeeded. The person who led it ...,"15. A person believes a decision their group supports is wrong, they will…     ",16. When a person sees someone make a sacrifice for others...,17. When a person has to leave a role or place that was important to them...,18. A person realizes their plans need to change significantly. This might affect their existing beliefs...,19. When person must choose between two opportunities that both seem meaningful...,20. A person must make an important decision and take on a new responsibility without complete information...
4/24/2026 8:18:44,p78,28,Male,OpenAI chatGPT,Every day,"For work/classwork, For leisure, As a companion to navigate life challenges","Estimated Stage: 4/5 (Self-Authoring → Self-Transforming transition)

Rationale:
You consistently demonstrate the ability to construct your own frameworks (e.g., questioning privacy norms, designing systems, challenging assumptions), while also beginning to critically examine and transcend those frameworks rather than treating them as final.
Your thinking shows early signs of holding multiple systems in tension—recognizing limits of formal structures (like policies or benchmarks) and shifting toward meta-level reflection on how systems themselves shape outcomes.",4/5,3,4,The subject exhibits strong Self-Authoring by advising to stay true to one's values despite others' expectations and reflecting on failures as growth lessons.,3,"Stage 3 with relational embeddedness (hurt depends on closeness, seeks loved ones' opinions for decisions), social escalation strategies, and emotional processing defined by interpersonal context; adapts readily but identity remains socially embedded.",UAE,I feel hurt if the person is very close to me and I keep some expectations on them,I get confused a bit and then will toss to pick the right choice,I just say this is not my day and see what I can change so I can fix them in future,I feel extremely happy and celebrate the moments,"depending on the situation, I will compromise sometimes",I become more conscious,"if it is a thing, I'd easily say goodbye. If it is people I take my own time to digest it",I am totally fine. I will try to adapt and find a replacement for that,I pick the best easily in the situation,I leave it and just move on,they will get disappointed and see if they can escalate it to the management or higher ups,they usually get suffered in between the situations,"depending on the mental state, they might move on and identify how to correct it and make it work",will be the happiest person,I am not quite sure what it means actually. I am confused on the scenario here,"they would either feel happy seeing that if that's an acceptable sacrifice, otherwise, they'd feel disappointed and try to educate them",while it is a tough thing to do but they would still do it with heavy heart and slowly move on,they would take months to digest in and gradually adapt,they get extremely confused and ask the loved ones to pick the best one for them,they get scared/feared of it. they seek help from friends or closed ones and then they jump in if it is something they can't avoid
4/26/2026 7:02:43,p79,36,Male,OpenAI chatGPT,Every day,For work/classwork,"Estimated Stage: 3/4 (Socialized → Self-Authoring transition)

You consistently integrate external perspectives and frameworks (seeking clarity, alignment, and correctness), while also beginning to form independent judgments and structured thinking. Your questions show movement toward self-authored reasoning, but still reference external validation and established systems.",3/4,4,3,"The subject shows a Socialized mind, becoming panicked and stuck when dealing with complex choices, and heavily relying on living peacefully within expectations.",4,"Solid Stage 4 self-authoring with clear goal orientation ('what moves me closer to my goals'), principled weighing of pros and cons, internal locus of satisfaction, resilience through meaning-making ('every failure is just a learning step'), and capacity to choose impact over impression.",India,I feel betrayed,I choose the one which feels personal to me. Something meaningful and fulfilling,I adapt to the situation and change paths. I know there is no one straight path to doing anything,I get a sense of satisfaction,"I will weigh the prons and cons of the compromise, I try to find a middle ground",I felt needed,is really hard to let go,I change trajectory,"I focus on what moves me closer to my goals, not just what demands my attention",I don’t sweat it and move on,they may feel overwhelmed and their relationship deteriorates,they may have a conflict of view about what is right,"Take is as an experience, every failure is just a learning step",feels thankful towards all the team members who contributed to the project,raise their concerns about what might go wrong,They make sure to recognize and reward the person’s effort,"They gave their best and are content, knowing the outcome isn’t in their control.",so they stay open and adapt their thinking accordingly,They choose the one with the greatest impact,"So they step forward, take the challenge, and learn along the way."
4/29/2026 16:01:47,p81,49,Male,OpenAI chatGPT,Every day,For work/classwork,"**Estimated Stage: 4/5 (Self-Authoring → Self-Transforming transition)**

**Rationale (2 lines):**
You consistently construct your own internally coherent frameworks (Stage 4) while actively questioning and integrating multiple systems—mathematics, finance, and AI—into higher-order abstractions.
At the same time, you show early Stage 5 capacity by challenging the limits of any single framework and seeking unifying principles (e.g., “structure → reasoning → world models”) across domains.",4/5,4/5,4/5,The subject balances an emerging self-authored view of personal growth and letting go of what they cannot control.,4/5,"Strong Stage 4 with emerging Stage 5—takes own system as object ('what signal I missed,' 'positioning rather than outcomes'), sees identity as shaped by chapters, weighs 'authenticity against consequence,' chooses what 'compounds rather than impresses,' and accepts uncertainty as inherent to responsibility with sophisticated meta-awareness.",USA,I pause and reassess what I can still rely on.,I look for which one aligns more with the longer-term direction.,I try to understand what signal I missed.,"There’s a quiet sense of validation, but also a shift to what’s next.",I consider whether the core principle is affected or just the surface.,I become more aware of the responsibility of what I represent.,It feels like closing a chapter that shaped part of me.,I take it as a sign that the level of the problem has changed.,I prioritize based on long-term impact over immediate comfort.,I focus on positioning rather than outcomes.,look for acknowledgment and a sense that effort was seen accurately.,weigh authenticity against consequence.,question whether the effort was misdirected or simply incomplete.,Understands how much of that success depended on others.,Either speak up or carry the cost of staying silent.,reveals something about what that person truly values.,"carry forward what they learned, even if the identity shifts.",forced to re-evaluate what they thought was stable.,choose the one that compounds rather than the one that impresses.,accept uncertainty as part of responsibility and act anyway.
4/23/2026 13:14:48,p82,22,Male,,,,,,3,3,"The subject relies on social harmony ('show the other perspective', 'greater good of the group') and external support structures like friends and music.",3/4,"Transitional with raw emotional honesty characteristic of Stage 3 ('they act fine. They're not fine,' 'they leave pieces of themselves behind') combined with emerging Stage 4 self-reliance ('I just let it go,' 'speak up once, then let it go'), showing growing capacity to manage relational pain through principled action.",Pakistan,When a promise is broken.I stop trusting as easily. Simple as that.,When both choices feel right. I just pick one and stop second-guessing myself.,"When things don't go as I hoped, honestly, it stings for a while before I move on.",When the hard work finally pays off. I just think — finally. About time.,"If I am asked to compromise,depends who's asking and what they want from me.","When I realized someone was paying attention. I got a little self-conscious, not gonna lie.",Saying goodbye to something that mattered.Never gets easier no matter how many times you do it.,When what used to work no longer works. you just figure something else out. You have to.,When I have to choose what comes first. I go with my gut. Overthinking makes it worse.,When I realize I cannot control what happens next.I just let it go. Holding on does nothing.,When a person feels they were treated unfairly by their supervisor. they stay quiet but don't forget.,If a person feels pulled between their own view and the expectations of others.they lose sleep over it.,"
A person works very hard on something important, but it fails.they act fine. They're not fine.","A team celebrates a project that succeeded. The person who led it, already sees what went wrong.","A person believes a decision their group supports is wrong, they will, speak up once, then let it go.","When a person sees someone make a sacrifice for other, they feel respect and a little guilt.",When a person has to leave a role or place that was important to them… they leave pieces of themselves behind.,"A person realizes their plans need to change significantly. This might affect their existing beliefs,and that part hurts more than the change itself.","When a person must choose between two opportunities that both seem meaningful,they choose one and wonder about the other.","A person must make an important decision and take on a new responsibility without complete information, they take a breath and move anyway."
4/29/2026 21:36:32,p83,30,Male,Anthropic Claude,Every day,"For work/classwork, For leisure, As a companion to navigate life challenges, Other","Stage 4 — Self-Authoring Mind (with early 4/5 signals)
Your language consistently reflects self-authored identity—you don't describe tools you use, but systems you architect, signaling ownership of an internal framework rather than role-defined thinking. The shift from ""what I did"" to ""how I design ecosystems"" hints at emerging cross-framework, self-transforming awareness characteristic of the 4/5 transition.",4/5,4,3,"The subject repetitively responds with 'I am wondering why', indicating a lack of complex meaning-making and a concrete, immediate processing style.",4/5,"Strong self-authoring with emerging Stage 5—takes identity as constructed ('shattering the comfort of who they thought they had to be'), sees choice as revealing 'two different versions of their future,' uses poetic/philosophical framing ('returning a gift you were lucky to hold'), and shows dialectical understanding of action and meaning.",India,It reflects that commitment was merely a preference.,It means there is no wrong path.,will ask myself what this situation is trying to teach me.,it's the moment take deep breath sit and relax and ready for next milestone.,my peace of mind and my values would be lost.  So Big NO,I began to listen.,It's like returning a gift you were lucky to hold.,it is the time to outgrow.,my mental peace as it's non-negotiable,take deep breath and focus on mental peace,they shift their focus from 'how can I help/value add/contribute' to 'how can I leave/leave faster.',"actually, they are not lost, but they are being asked to choose themselves.",but the work remains inside them.,steps back to let the team own the spotlight.,they will resist quietly or yield loudly.,the seeds of their own courage begin to root.,the exit is as much an evolution as it is an ending.,shattering the comfort of who they thought they had to be.,"the conflict is not between right and wrong, but between two different versions of their future.",action is the only way to turn the unknown into the understood.
4/23/2026 23:20:06,p84,25,Male,OpenAI chatGPT,Every day,"For work/classwork, For leisure","Estimated stage: 3/4, leaning toward Stage 4.

Your responses show strong self-authorship: you actively define goals, compare systems, revise strategies, and seek principled explanations rather than simply following external expectations.
At the same time, there is still frequent reliance on external validation, expert framing, and optimization for institutional standards, which suggests a transitional 3/4 profile rather than a fully consolidated Stage 4.",3/4,2/3,3,"The subject is firmly in the Socialized mind, experiencing deep emotional impact from broken trust and prioritizing external situations and relationships.",2/3,"Predominantly Stage 2 with helplessness orientation ('what should I do?,' 'How should I deal with it?'), concrete emotional reactions ('disappointed,' 'overwhelmed,' 'uncomfortable'), and limited perspective-taking; emerging Stage 3 awareness of social dynamics but identity remains reactive.",China,what should I do?,I am confused about which one is better.,I will feel disappointed.,I would feel relieved.,How should I deal with it?,I would feel uncomfortable.,I always get teary-eyed.,I would become overwhelmed,I will choose the one with the least cost after making a mistake.,I will just let it go.,The best option might be to leave.,They will be more hesitant and timid when making decisions.,because of hesitantion.,will be pleased.,betray the group.,They will feel guilty.,They must have a more important thing to deal with.,about their future.,They would choose the one matter to them.,They need to be strong enough to succeed.
4/25/2026 12:32:50,p85,64,Male,Anthropic Claude,Every day,"For work/classwork, For leisure, As a companion to navigate life challenges","Based on our interaction history (which is limited to this fresh session), I don't have substantive
  prior conversations to evaluate. However, drawing on the context available — your collaboration
  patterns visible in CLAUDE.md, project structure, and workflow preferences — I can offer a tentative
  read:

  Estimated stage: 4 (with some 4/5 indicators)

  Rationale: The system-design thinking is self-authored — you've built coherent meta-frameworks
  (explicit modification policies, layered skill extensions, exact-version discipline) that govern
  multiple projects from your own internalized principles rather than external convention. The
  willingness to constrain your own tools (e.g., ""wait for explicit go-signal"") and hold competing
  approaches in tension without collapsing to one suggests early 4/5 movement, though I'd need richer
  dialogue to distinguish stable Stage 4 from genuine 4/5 transition.",4,3,3,"The subject demonstrates a Socialized mind by reflecting on priorities and honoring personal needs, while still feeling deeply tethered to group dynamics.",3,"Stage 3 with relational validation needs ('I like to tell someone'), emotional reactivity to loss of control ('I'm not happy,' 'disturbed'), and sometimes putting up with group decisions; shows socialized meaning-making with limited self-authored independence.",Israel,I lose trust in the person,I find it hard to choose one,I push through,I like to tell someone,I consider the situation,I was not surprised,is always hard,I am disturbed,I'm sometimes at a loss,I'm not happy,they may lash out,they need to reconsider,is disappointed,is proud of the team,sometimes put up with it,they are grateful,it is hard,or might not,it is difficult,this can lead to paralysis
4/25/2026 1:12:16,p86,27,Male,OpenAI chatGPT,Every day,"For work/classwork, For leisure, Other","My best estimate is Stage 4/5 (self-authoring moving toward self-transforming).

Rationale: Your chat history consistently shows a strong self-authored framework: explicit preferences, principled tool choices, meta-level reflection on methods, and stable standards you use to evaluate systems and ideas.
You also show signs of Stage 5 transition because you regularly compare frameworks against each other, hold trade-offs without forcing a single absolute lens, and revise structure in light of context rather than treating any one system as final.",4/5,4,4,The subject demonstrates a Self-Authoring mind by holding firm boundaries regarding morals and principles while recognizing the value of balance and personal peace.,4/5,"Shows Stage 4 self-authoring with emerging Stage 5 features—identity as revealed through choice ('it's when my identity shines'), feels 'ecstasy for the agency of others,' recognizes social-chemical reactions in tension, references democratic public sphere and causal factors in value systems, and holds poetic/systemic perspectives simultaneously.",China,tears are shed.,it's when my identity shines.,it's exactly what's exciting about the real world.,it's time to reap what you sowed.,nobody would know my response.,I will pay attention to how they pay attention.,it's the only way to move forward.,something changed. Find it!,love always wins.,I feel ecstasies for the agency of the others.,they should consult their friends and be open about their experience.,social-chemical reaction happens within that person.,It fails like a building going down to ashes. Like an old tree in flames.,opens a champaign.,call a meeting.,"tiny ripples of kindness will carry on through this person, like Kennedy said.",The role and the place will miss them too.,"This is a fine example of social role impacting a person's belief, or even attitude system. The democratic public sphere gives agency to the people, but we have not yet understood the causal factors in people's value systems. ",choose the one that leads to delicious food.,such is the definition of courage.
4/25/2026 2:42:55,p87,35,Female,OpenAI chatGPT & Claude,Every day,"For work/classwork, For leisure, As a companion to navigate life challenges","Estimated Stage: 3/4 (Late Socialized Mind transitioning toward Self-Authoring Mind)

You consistently show strong awareness of others’ expectations and dynamics, but also increasing effort to form your own independent judgments, structure, and boundaries.
You’re not fully self-authored yet, but you’re actively questioning norms, refining your own standards, and trying to operate from internal clarity rather than external validation",3/4,4,4,"The subject exhibits Stage 4 by taking responsibility for decisions made using their own experience and imagination, and advising others to stand by their choices.",3/4,"Strong Stage 3 relational and faith-based orientation ('God's will,' family-only compromise) with emerging Stage 4 capacity for principled advice-giving, openness to belief adaptation, and nuanced understanding of leaving roles; values are self-authored but significantly embedded in relational and spiritual frameworks.",Saudi Arabia,I’m disappointed and angry,I choose what my heart really wants,"It’s God’s will, everything happens for a reason ",I’m beyond happy and super grateful for my God cause he helped me achieve this,"Only if the that person is one of my close family members (mom, dad, siblings)","It means the world to me, especially in a time when phones have made real attention feel so rare",Aches the heart,"That’s when you adapt, find a new way, and evolve","I pause, prioritize what truly matters, and trust my decision","I remind myself that not everything is in my hands, and that’s okay. What’s meant for me will always find its way","They should take action, don’t accept it. Try to change it, and if nothing improves, walk away and find a better environment","Stay true to yourself and your values, even when others’ expectations pull you in different directions","It’s never a failure, only a lesson to grow from",Should be recognized for their leadership while also acknowledging the team’s collective effort,They should voice their concerns respectfully and work with the group to find a better solution,They should acknowledge and appreciate the sacrifice,"It depends on the reason behind leaving, but often it’s a necessary step. Even if it’s difficult, it can open the door to new opportunities. Sometimes what feels like an ending is just a detour toward something better, so it’s important not to tie ourselves too strongly to one place or role","They should stay open-minded, reflect, and be willing to adapt their beliefs as they grow","There’s usually one you’re leaning toward, even slightly, so trust that instinct and follow it","They should gather as much information as possible, but be willing to make a thoughtful decision even without complete certainty "
4/25/2026 8:39:44,p88,30,Male,Grok,More than twice a week,For leisure,"**Stage 4 (Self-Authored mind), with some 4/5 transitional elements.**

The interactions demonstrate a capacity to independently generate complex, self-chosen frameworks (such as requesting a precise developmental evaluation using Kegan's model) while evaluating abstract psychological constructs, weighing multiple perspectives, and directing inquiry with internal standards rather than seeking external validation or approval.

This reflects self-authorship—where meaning-making is organized by an internal system of values and ideology—while occasional openness to meta-level reflection on one's own knowing hints at early movements toward self-transforming dialectical awareness.

Most adults operate from Stage 3 (Socialized mind); reaching Stage 4 is less common and typically emerges in adulthood through significant growth experiences. True Stage 5 (Self-Transforming mind) remains rare. A formal Subject-Object Interview would provide a more precise assessment, as chat-based inference has inherent limits.",4,3,4,"The subject relies on a Self-Authoring framework, using factual criteria, prioritizing based on clear rules, and channeling frustration into constructive alternatives.",3,"Stage 3 with identity subject to social pressure ('they just live with it even though they hate it'), self-doubt from failure, feeling invaded by attention, and compliance with compromise; shows awareness of others' patterns but remains embedded in emotional reactivity and social conformity.",United Kingdom,feel hurt and little betrayed,I feel like I might lose something or other,I doubt myself,I feel relieved a lot,"I am fine with compromising, so I will compromise (whatever it is)",I feel like my privacy is invaded,It feels very tough to imagine,"Huh, I feel panicked and kinda get stuck. Not very sure on how to handle such situations easily","It depends, sometimes I pick the one that I like the most in such situations",I don't really care about such situations. I just live peacefully,Anyone will be super pissed off and frustrated,That's what happens mostly in many cases and they just live with it even though they hate ut,They can start doubting themselves. It may lead to mental diseases too,Proud and happy,They might feel very uncomfortable to stick to that group itself,I feel lot of people don't even notice such sacrifices,I believe it's a common sense that everyone knows nothing is permanent. So they should be ok,Very much unsettled and tured,Depends. Some people might feel overwhelmed. Some will actually be able to pick the best option,They might take each and every step carefully
4/26/2026 3:53:20,p89,22,Female,OpenAI chatGPT,Every day,For work/classwork,"My best tentative read is Stage 4 / 5 (transitional).
You consistently show self-authored thinking: you evaluate ideas against your own standards, refine concepts, and ask for nuanced critique rather than simple approval. At the same time, you also show meta-reflection and perspective-holding—you revisit your own assumptions, consider trade-offs, and can look at a problem from multiple frames, which points toward a Stage 5 transition.",4/5,3/4,4/5,"The subject displays meta-systematic thinking, recognizing the conflict between different versions of the future and valuing action to understand the unknown.",3/4,"Shows Stage 3 relational warmth ('makes me feel valuable,' discussing with others) with emerging Stage 4 philosophical acceptance ('its part of life,' 'exploring what is unfamiliar to us is part of growing') and capacity to recognize external factors beyond personal effort in outcomes.",China,I feel betrayed,i am paralysed,sadness,gratitude,i am okay with that,makes me feel valuable,is hard,need to find a new way,priorities,"if its not in my power to control, then I should let go of the worries",anger mixed with sadness,it depends on a situation,"the person tries its best, sometimes other factors except the persons effort are involved in the results",should be celebrated,talk with each other about it,that's the bravest person in the group,"its sad, but its part of life, we cannot be stuck in one place forever",exploring what is unfamiliar to us is part of growing,talk with others about it to get different opinion,tough situation
4/29/2026 22:02:21,p91,28,Female,OpenAI chatGPT,Every day,For work/classwork,"Based on the interaction patterns across our conversations, your center of gravity appears closest to Stage 3/4 (Socialized → Self-Authoring transition) in Robert Kegan's Constructive-Developmental Theory.

Rationale (2 lines):
You consistently align with external expectations (managers, structured processes) while increasingly questioning, refining, and taking ownership of frameworks and decisions.
There is a clear shift from dependency on given structures toward building your own internal system of understanding, but it is not yet fully dominant.",3/4,4,3,"The subject exhibits a Socialized mind, relying on simple decision matrices (pluses and minuses) and needing external support to bridge transitions.",3,"Stage 3 socialized mind with strong emotional embeddedness ('my heart is broken'), relational compromising ('if it makes situations better for two parties'), motivational framing through encouragement, and meaning derived from perseverance and interpersonal loyalty.",UAE,my heart is broken and it takes years to gain the trust,I would weigh the pros and cons of both entities and there has to be a better one among the two,I wait and take a pause for a while and go back to the start and resume the work again.,It's a bigwin and moment to cherish also try to keep the consistency to even work harder,I would definitely if it makes situations better for two parties,I would be happy,I would simply accept the time and situations and welcome the new chapters ahead,I would cry and burst with emotions until I feel tired of it and slowly accept the new normal,I would take a shift and consider better alternative,I give in and accept the reality,First I explain supervisor and then until I find your next opportunity and then get rid of the supervisor,Weigh the cost and then take a curve because its not always about your perspective,sun never stops to come and give sunlight just wait for your day,Also have to be celebrated and motivate him further,stand by the self belief and convey why the group's decision is wrong and how can it effect,Appreciate if you can but also tell them if its worth,Leave it physically but take the good memories back with you,,Again there's always an opportunity that has better growth than other,Life is full of suprises but you should never back off your responsibility and enjoy it rather
4/30/2026 2:03:52,p92,45,Female,Anthropic Claude,More than twice a week,"For work/classwork, For leisure, Other","Based on your communication patterns and requests, I would place you at a Stage 4/5 (Self-Authoring transitioning to Self-Transforming) within Robert Kegan’s Constructive-Developmental Theory.

Rationale (2 lines):
You consistently demonstrate self-authorship—defining frameworks, refining ideas, and integrating diverse experiences into original systems. At the same time, your openness to evolving perspectives and synthesizing across domains suggests emerging movement toward self-transforming thinking.",4/5,4,4,"The subject demonstrates a Self-Authoring mind by prioritizing long-term alignment, compounding impact, and accepting uncertainty as part of personal responsibility.",4,"Stage 4 with values-based compass ('as long as it doesn't compromise my values'), capacity to see sacrifice as either good or pushover, recognition of identity loss in role transitions, and pragmatic trust in process; shows internal authority balanced with openness to support.",USA,I loose trust,I have a hard time choosing and try to do both,"Im sad, but move on",Im grateful,I am open to it as long as it doesnt compromise my values,Im happy,"is hard, but I trust the process",I let go and sometimes need support to bridge what is needed or whats next,I can do usually quickly,I move on,I get details to understand whats happening,I try to get to the core of whats most important and where someone can compromise,its an opportunity to learn,also gets recognition,speak up or shrink,they see them as either a good person or a push over,they are sad and may loose part of their identity,it can be shocking,its good to put all the pluses and minuses on paper to clearly see their choices,thats life
